,ticker,eps,roce,divYield,fcfYield,eps_rank,roce_rank,fcfYield_rank,overall_rank
0,CVI,0.2525327159581629,0.3712396694214876,0.1487611447711935,0.2252762589691805,10,31,35,76
1,CEO,0.3861131669992614,0.2370224608896081,0.2108444928445225,0.3019693801471993,4,107,26,137
2,PBR,0.2399117991306297,0.221162475855934,0.9180583625798804,0.2809489890521673,11,131,29,171
3,VLO,0.1925256047069078,0.2545248631530379,0.0316408803660928,0.1593593375463063,23,89,75,187
4,TS,0.1912514216379146,0.2347036180577252,0.0310698351451981,0.1876560717108046,24,111,56,191
5,BTU,0.2269880278457772,0.1970460155324998,0.0091440674724602,0.4217925240973072,15,172,16,203
6,HRB,0.1131749028044859,0.3675644816252913,0.0363674274543763,0.1537361584252744,111,34,80,225
7,WU,0.1416310100417743,0.2738509983498094,0.0789604193363885,0.1437351129066122,58,74,94,226
8,ERF,0.1406706333246212,0.3679517067590538,0.0149909549975805,0.1190803640228159,59,33,139,231
9,MO,0.1134141452130721,0.439506807089648,0.094567587995008,0.1268201714799555,110,19,119,248
10,MPC,0.1603278564723698,0.2016145817846629,0.0208835272194668,0.2024923769329269,45,167,50,262
11,CRC,0.1481976641525616,0.2643406268480189,0.0212837070857402,0.1208704353017346,52,80,136,268
12,CIVI,0.1329957386448424,0.259521428072117,0.1119738490732515,0.1237262533772582,69,85,128,282
13,MLI,0.1147620431742703,0.3016465321929781,0.0127283902606533,0.1179860179580934,104,59,142,305
14,HPQ,0.1249264913075971,0.2761265580057526,0.039702351053012,0.1134024723423544,82,73,155,310
15,APA,0.25834672573803,0.5329439252336449,0.027870680044593,0.0698576785533307,9,9,301,319
16,SHG,0.2170850746651896,0.1413014695351873,0.0726280427351298,0.6628703751951701,17,300,9,326
17,TOL,0.1763697532681411,0.178293778710022,0.0117079290118141,0.1534117644518214,36,211,82,329
18,PBF,0.3896797866029486,0.1836749789649848,0.020225846433818,0.1231937919150737,3,195,131,329
19,VIPS,0.1163424598901636,0.2183326539317113,0.0,0.1316388551348747,97,136,114,347
20,DHI,0.1296107125847148,0.2273876822374293,0.0093185778987092,0.1134916484703589,75,122,154,351
