,ticker,eps,roce,divYield,fcfYield,eps_rank,roce_rank,fcfYield_rank,overall_rank
90,MUR,0.0998992237408088,0.1168174040083621,0.0258186639086702,0.1030976768765897,148,377,197,722
91,CF,0.0992363680140037,0.1633028874484384,0.0202377117720361,0.0670902920802871,153,248,323,724
92,CAT,0.0684577165995198,0.2621142033821187,0.0169769838069249,0.0648675780028154,302,84,339,725
93,THC,0.0795483918795892,0.1030485733695652,0.0,0.2113044844853901,239,444,46,729
94,RS,0.0818908640852786,0.1792522825168483,0.0145955645921886,0.0737134247043548,230,210,289,729
95,TNET,0.055317811892887,0.38130081300813,0.0,0.0693316575724183,389,30,310,729
96,HAL,0.0811721030128758,0.2140498034076015,0.0177237040695286,0.0639714943759548,235,149,346,730
97,OMC,0.0755532114781519,0.1783855711694607,0.0326201120990992,0.077883633561649,253,211,267,731
98,CPA,0.1150297472490403,0.205729490330008,0.0300166516006191,0.0480872347052798,108,160,464,732
99,FOXA,0.0920330411493768,0.1302839116719243,0.0172293701285642,0.091665154242717,182,332,219,733
100,FOX,0.0920330411493768,0.1302839116719243,0.0172293701285642,0.091665154242717,182,332,219,733
101,FITB,0.0995461517416079,0.0926388403772266,0.0449207836722453,0.1480690737271937,151,492,92,735
102,CNQ,0.086679768350562,0.1527145359019264,0.0409657450081424,0.0783729133489109,203,273,263,739
103,ABEV,0.0677884797711993,0.1821751483982742,0.055728614775979,0.0874465732957854,306,202,231,739
104,TROW,0.074117416623293,0.1726665028678906,0.0464792901136846,0.0797817822812592,262,224,255,741
105,AYI,0.0674507106076621,0.1682840993921296,0.0032750634052275,0.0996944896091283,309,236,203,748
106,BSMX,0.1662143730347077,0.0557874049963975,0.1122367639037054,0.2036119791749009,46,659,51,756
107,MUSA,0.0726556791723967,0.2294890673186453,0.0043582968469074,0.0585107876093798,268,118,374,760
108,XOM,0.0868207248713192,0.1395365288214507,0.0360230061178111,0.0806485211592787,202,310,249,761
109,AAL,0.091530338351984,0.097692457800761,0.0,0.1344003873367941,187,463,114,764
110,RRC,0.1207595855587781,0.1661948958124238,0.0107073142474425,0.0515207277889622,93,241,431,765
111,SON,0.0864869220540145,0.1151204311494886,0.0359481601658571,0.1092888457285333,204,387,174,765
112,PCAR,0.0899316804223551,0.1869490310491832,0.0296840223198984,0.0572237424874901,192,190,384,766
113,HCA,0.0710930863046068,0.2210258058591238,0.0089646184752661,0.0635660617149355,284,135,349,768
114,MMP,0.0984795158046129,0.11403282632981,0.0826680613180367,0.0917900542910615,156,395,217,768
115,DVA,0.0727077423696902,0.1068955656317179,0.0,0.1572845937915209,267,423,79,769
116,TPR,0.083201902876461,0.1130024733198113,0.0327709455692335,0.1169211054270072,224,398,150,772
117,ENS,0.0711470035338636,0.148593311304382,0.0091162584425172,0.0979817995571156,283,283,208,774
118,PAA,0.1161489539511891,0.0642000715819613,0.093391313380265,0.2047243350944536,103,621,50,774
119,T,0.1195048714003099,0.0659140905732258,0.0675202523411751,0.1698048037306765,97,614,71,782
120,SSL,0.0559317673333771,0.1579092263198465,0.0874287450736753,0.1172793621207873,384,261,148,793
121,HOG,0.1347108320743169,0.0843110495426716,0.0183615302837552,0.104377797573888,69,534,192,795
122,MTDR,0.1248957164005355,0.1723468067071516,0.0113924159272254,0.0469451678437885,88,226,482,796
123,SNA,0.0661730423421081,0.197764753986643,0.0232728057134345,0.0693210230924349,314,172,311,797
124,RIO,0.0833102486581483,0.1632381120190295,0.0535909036407059,0.0668768092728067,223,249,326,798
125,KSS,0.109159779614325,0.0629112924453803,0.0757575757575757,0.2035123966942149,123,628,52,803
126,AMX,0.0768496910963225,0.1680638596365067,0.0307624830494292,0.0679654804148141,249,238,317,804
127,MOH,0.0523321955677652,0.2339381320642474,0.0,0.0756922132043387,416,113,275,804
128,WES,0.0912090284696272,0.1154765265902972,0.0873021452663012,0.0861280102443178,188,384,233,805
129,SWKS,0.0625379965417022,0.1525444412805597,0.0257838789160538,0.1031036994266586,335,275,196,806
130,QCOM,0.0586297675295668,0.1880614314691393,0.0280664069672788,0.0798457660949534,366,186,254,806
131,WRB,0.0714040297069598,0.1034547481779871,0.0259208352938904,0.1514742351093479,280,441,87,808
132,EQT,0.1178372083888125,0.0995520180479759,0.0155061861043901,0.0787612988770688,99,455,258,812
133,COP,0.0784862869857126,0.1749322035870995,0.0399916893530376,0.0624409020401987,243,216,355,814
134,BBVA,0.161815070023158,0.035747844186738,0.0566625161023853,1.520363466245769,47,763,5,815
135,SEAS,0.0687352551628028,0.2076457987354858,0.0,0.0587223942892859,298,159,373,830
136,CVE,0.0983420710762317,0.1147049575516193,0.0245556011010498,0.0739540033160272,158,390,287,835
137,LOW,0.0604807239024423,0.4150712537786095,0.0198131908098733,0.0483470037304535,355,22,461,838
138,KR,0.0653213605678732,0.1445989491102273,0.02402763540297,0.0897112216301845,317,296,226,839
139,OLN,0.0677531412385044,0.1226839126919967,0.0148697680684244,0.1086965323259188,307,358,176,841
140,JNJ,0.0931734953619928,0.1801922886638741,0.0311965419853399,0.0483665673872968,175,208,459,842
141,DE,0.094592819133989,0.2454976754518191,0.0132779808089909,0.0383451709277168,174,97,573,844
142,EPD,0.0966588738507343,0.1117871774040206,0.0751500029703558,0.0751849483332809,167,402,277,846
143,CB,0.0972310167657141,0.0710381281062263,0.015013296120005,0.1485820898648419,164,593,91,848
144,PM,0.0535092419699838,0.3262249171398473,0.0545434024125114,0.0539886540956588,400,47,402,849
145,FLT,0.0474931852159662,0.1956084845510068,0.0,0.0941897305226687,460,175,214,849
146,LMT,0.0609981992132783,0.2395056167121822,0.0269379330629737,0.0549071940606229,348,104,398,850
147,UL,0.0583677246911161,0.1946314714244384,0.0393784478964972,0.0712973409052573,368,178,305,851
148,SYY,0.0558148177961037,0.2220591987751977,0.0287781771552289,0.0656930413037518,385,133,333,851
149,TLK,0.0621779700036626,0.212837743764909,0.0422622850112912,0.0611623311601099,338,151,363,852
150,FIX,0.0439196725461511,0.2626185483982948,0.0041256771293561,0.0739780803408335,486,83,286,855
151,PRI,0.0779412247514125,0.1159983855895872,0.0126677925941485,0.0890280270859317,246,381,230,857
152,UBS,0.2792164894916507,0.0178502453960993,0.0179671571509071,0.481795900435906,8,834,17,859
153,PVH,0.0900404612199152,0.0976741971576165,0.0012754375157733,0.0983308050724421,191,464,206,861
154,ABM,0.0967863690283619,0.1102050702405942,0.0221457071990879,0.0734467193541926,166,409,291,866
155,GILD,0.0560333640354625,0.1842462385681974,0.0376753898695634,0.0734022232139748,383,196,292,871
156,FANG,0.1125948421319504,0.1699326962406574,0.051729860654959,0.0432037478877289,117,233,521,871
157,SEM,0.0841665175982792,0.0861449619525408,0.0220894289341307,0.1219709519723259,214,526,136,876
158,SYF,0.1391304088345198,0.0256484989798892,0.027850948685373,0.5342035760120775,65,801,15,881
159,VC,0.1384737683385142,0.155902004454343,0.0,0.0404594137943807,66,265,551,882
160,KB,0.225392282388786,0.0146546320170494,0.0560520685717412,0.6330539796742667,20,848,14,882
161,SAN,0.1828571758569689,0.015723563529772,0.0373275618104556,1.1047868681087492,34,843,6,883
162,AZO,0.0556769540254107,0.4648081046590444,0.0,0.0472146240829108,387,17,480,884
163,CVX,0.0764881306485566,0.1310218246183089,0.0405760423525685,0.0708004691014296,250,329,306,885
164,FMS,0.0884615192009559,0.0538136554972716,0.0582578448855919,0.344666055984494,200,665,25,890
165,RF,0.1143349827560354,0.0668632982816106,0.0487880712338916,0.111137572437882,112,612,169,893
166,WF,0.2616969545123527,0.0084640378881941,0.1021579332879985,0.6410354555773493,11,872,12,895
167,THO,0.0605988136207943,0.1076411509522851,0.015538493616588,0.1252287401590118,353,420,124,897
168,IHG,0.0486715268971836,0.3987800228745711,0.01589936545308,0.0526301444181546,452,26,419,897
169,ABC,0.0478872184900548,0.1705134085125763,0.0109409274817158,0.0947424691817918,456,231,212,899
170,BBY,0.0753138496829019,0.2431283649759138,0.0486111149041132,0.0409644226720055,256,99,545,900
171,BAM,0.1383061258860971,0.2012280200847394,0.0326834784817067,0.0311853230484761,67,169,666,902
172,AGO,0.1691047653219443,0.0531512259338489,0.0153315551780382,0.1054902527921736,44,672,189,905
173,NTAP,0.0467816502061049,0.2195121951219512,0.0197374913648475,0.0725922158370594,471,138,299,908
174,WNS,0.0581030233091657,0.1665285170722938,0.0,0.072533010389244,369,240,300,909
175,SAIC,0.0696306553558454,0.1782964388835418,0.0115321211176347,0.053865223954522,294,212,404,910
176,CSL,0.0492230500112987,0.1818466238474704,0.0102820627010831,0.0784592582405793,446,203,261,910
177,CTRA,0.0842269161234678,0.1011566771819137,0.0461304340614685,0.0808060075301454,213,451,247,911
178,SMFG,0.4180255064016069,-2.363261552749548e-05,0.151074989130048,1.9395660962590413,4,905,3,912
179,SKX,0.0566558424744297,0.1333199920359929,0.0,0.0941956489599312,379,323,213,915
180,LKQ,0.073190162116209,0.1153813451237139,0.0236147745289478,0.0780382284102314,265,386,265,916
181,BERY,0.0819055783347506,0.0777153558052434,0.017080473642879,0.1245395164827243,229,563,127,919
182,BC,0.0618977156444856,0.1640987852804573,0.016490352407665,0.0654166390600499,340,244,336,920
183,LYB,0.0684120255007928,0.1022780569514237,0.0521018737257693,0.1103847771916766,303,448,171,922
184,DAL,0.1792898968645468,0.1169059416423156,0.0049791943585727,0.0443848497119652,39,376,508,923
185,AFG,0.0846078886131188,0.0574898785425101,0.0679246429710953,0.1884809537414313,212,653,59,924
186,SNX,0.0686551594184035,0.085058196068629,0.0142777009081272,0.1376984343507777,300,529,103,932
187,FBHS,0.0511725406502265,0.1146217798158297,0.0147761501803373,0.133567289044522,430,391,116,937
188,ORAN,0.0887341066562594,0.0568015191942501,0.0677143059811291,0.1536481969765147,198,656,84,938
189,GPK,0.0951675172071558,0.1553692056836711,0.0161903245041219,0.0447537425317192,171,266,504,941
190,KMB,0.0429760914063458,0.2250816208949491,0.0386882274111548,0.0676313093786938,496,128,319,943
191,AON,0.043294304857084,0.3365290867728306,0.0082569871587808,0.0537464010764814,495,41,407,943
192,AFL,0.094725402312294,0.1047113501414493,0.0196404246906366,0.0648581312247731,173,433,340,946
193,GPS,0.0684884783824713,0.0782586814292903,0.0302877334679454,0.1517115298034026,301,560,86,947
194,CMCSA,0.0851343045106022,0.1037963074265514,0.0263679552441857,0.0717068963323313,209,437,303,949
195,CCZ,0.0851343045106022,0.1037963074265514,0.0263679552441857,0.0717068963323313,209,437,303,949
196,GIS,0.0635159699440171,0.1497290970994565,0.0346862426586849,0.064327537452314,327,280,345,952
197,HSBC,0.1490112964657785,0.0118054599346315,0.0772252484467188,0.2242546243841419,53,859,40,952
198,RL,0.0527938681674295,0.1587997040152665,0.015896157736936,0.0739179503399457,407,258,288,953
199,GIB,0.0521210420293304,0.2098209562745994,0.0,0.057681613754068,418,155,381,954
200,BDC,0.0744018591959855,0.126709881163331,0.0026045048770487,0.0621878407963446,260,345,357,962
201,DB,0.1885931070949141,0.005020788948369,0.024107668761085,0.2048756637007617,32,885,49,966
202,STM,0.0929721070325961,0.2198523379819524,0.0049234813270645,0.0321461381713274,177,136,653,966
203,CVS,0.082236388221983,0.0825207137370337,0.0308682128369188,0.1024505339846014,227,541,198,966
204,WTW,0.0498660881390004,2.167381974248927,0.0137238960320001,0.0430041401230004,442,2,523,967
205,AM,0.0618961821293585,0.1074501649405167,0.072486188598802,0.0990682535722825,341,421,205,967
206,DCI,0.0468854497514208,0.2384191450275557,0.0149489839787139,0.0557189402842972,470,105,393,968
207,OKE,0.0781885290988065,0.0938567330024136,0.0540762335512241,0.0845694658473739,244,486,240,970
208,PYPL,0.0626852525635478,0.1491988130563798,0.0,0.0623014050443174,333,282,356,971
209,ABG,0.1281404240395263,0.1469994645578483,0.0,0.036304681134518,85,289,598,972
210,HD,0.0426150074730339,0.3978538017059524,0.0235912043615164,0.0505031317513746,502,27,444,973
211,SLB,0.0566770500424774,0.1686823679185232,0.0177596181075286,0.0612888870909017,378,235,362,975
212,SIVB,0.1231651542960531,0.018441473093547,0.0120071292764692,0.1951342665850745,91,832,55,978
213,CTSH,0.0557381304130677,0.1943234323432343,0.0154944661684492,0.0527755675077636,386,179,416,981
214,KOF,0.0579236085926091,0.1654407055680591,0.0361281311783856,0.0604467960881205,371,243,367,981
215,TGT,0.0616290732546726,0.1611283701320315,0.0299507168475463,0.056818490687911,344,252,385,981
216,AOS,0.0450247167935914,0.3338622939257692,0.0148437576924614,0.0483493949470528,480,42,460,982
217,PAGP,0.0636604774535809,0.0585367921329264,0.0671971706454465,0.6954424885459368,325,647,10,982
218,RHI,0.0443131325420359,0.2120711074868304,0.0221928879807431,0.0636984709185327,482,152,348,982
219,ITUB,0.1001716470500418,0.0242858930913029,0.0313117717466797,0.3259867709301361,145,812,27,984
220,ULTA,0.0518168117579405,0.414448901161326,0.0,0.0417823704967869,425,23,536,984
221,ACI,0.1050534605388075,0.1091343675305806,0.0224535559947914,0.0509217468445053,132,414,439,985
222,TKR,0.0688875320826672,0.1295952982013253,0.0164309262008899,0.0624724789808304,297,337,354,988
223,IBP,0.0473341694488339,0.2270475258425592,0.0122559954543349,0.0541128420535295,463,126,401,990
224,BWA,0.0748872497567662,0.1085532472393786,0.0155765479494073,0.0676980737801166,258,418,318,994
225,AXP,0.060815614812168,0.0894251543866215,0.0129271309249652,0.1234323130341065,350,512,132,994
226,EXPD,0.0396865483631862,0.3333808612267091,0.010649508196182,0.053444265038289,542,43,410,995
227,MOS,0.0984088582671677,0.0698414852472193,0.0297025964174917,0.0848838705355396,157,601,239,997
228,NVS,0.0707964743054875,0.1328121813608864,0.0345877724637247,0.0558028775586351,288,325,391,1004
229,KEYS,0.0486538488094306,0.2047030449201085,0.0,0.0557885191646451,453,161,392,1006
230,FHN,0.1155111278552882,0.0226062313718464,0.047260405711138,0.1559464613520112,106,820,80,1006
231,MTB,0.1201941740784931,0.0178321540493131,0.0424472676059764,0.160010412700628,94,835,77,1006
232,PNC,0.0898303160407022,0.0407282286359834,0.0463484491870098,0.1628315391695124,193,740,74,1007
233,CNC,0.067014382538238,0.0611371935315597,0.0,0.1799120395752697,312,636,62,1010
234,JBL,0.0537526301332776,0.2284143260514192,0.002957051779948,0.0462614322907425,398,121,491,1010
235,GPC,0.0677195384075561,0.1722703448112651,0.0270911279788755,0.0474740545921664,308,228,474,1010
236,VZ,0.0731568892133587,0.0699533990557498,0.0694467628359979,0.1178421804204851,266,599,146,1011
237,SUN,0.06171884844643,0.1108270951250684,0.0736260217801464,0.0781904382247377,343,405,264,1012
238,BNS,0.1102582450116722,0.0075642917700254,0.0806774904795259,0.4654653738805845,121,877,18,1016
239,BABA,0.0597871444485538,0.0922124405019794,0.0134102425261376,0.1118372081484379,360,493,166,1019
240,UNM,0.1443615182940733,0.0225586558061614,0.0311595082717617,0.1200951094703772,59,821,140,1020
241,SEE,0.0647768611590658,0.1544205495818399,0.0223571192349352,0.0515787653257199,321,270,430,1021
242,ADM,0.0891453563280405,0.080152353415441,0.02500574594674,0.0759130424544841,197,552,274,1023
243,CE,0.1158949770238021,0.053762486126526,0.0180346775470712,0.0787021502136125,104,666,259,1029
244,WMB,0.0749491634371003,0.0887236361305211,0.0513728301759804,0.0794758194232354,257,515,257,1029
245,CM,0.1114884216854753,0.0078275630578805,0.0504655298159879,0.2486448483636026,118,876,36,1030
246,OXY,0.0706292740598904,0.0724020968239284,0.0257090557578001,0.1141934103000308,289,588,155,1032
247,WFC,0.1054434152305835,0.0116243959730461,0.0326653146127552,0.222311427848495,130,862,41,1033
248,MFC,0.1018070498119174,0.0063041440947221,0.0553854204724544,0.636913699692825,140,880,13,1033
249,EXP,0.0508513113359594,0.2280341683423717,0.0037579627868258,0.047230899909567,433,123,479,1035
250,MCK,0.0420092410049362,0.2603075699323876,0.0043940378666055,0.0507553354846448,512,85,441,1038
251,CAH,0.0355723304051571,0.1311043138909397,0.0208340291926918,0.1357343264638097,601,328,109,1038
252,HPE,0.1013583520783717,0.0592271271015848,0.0309831209563022,0.0800856115187135,143,645,253,1041
253,CPB,0.0626269143909058,0.1333875559170394,0.032627308546311,0.0564226163451867,334,322,386,1042
254,LEA,0.0689142007937427,0.0972829879379285,0.0218960578591821,0.0749690205316034,296,467,280,1043
255,SNV,0.0988333563054697,0.0232779401835527,0.0458099391322458,0.1645346660898865,155,817,73,1045
256,BKNG,0.033456443581077,0.5303305484925536,0.0,0.054595861185348,632,13,400,1045
257,GL,0.0838637241636061,0.0488585725974277,0.0072667985452002,0.1237861068650222,219,700,130,1049
258,AIT,0.0524322079096978,0.2091239222950779,0.0075949921085695,0.0470997158215161,412,157,481,1050
259,HSY,0.0487744569509194,0.2938091911835386,0.023291576971915,0.0406608854390109,451,61,549,1061
260,AVGO,0.0403334483780838,0.2476014421901735,0.0218966917235087,0.050504168104726,532,95,443,1070
261,NFG,0.1001254569691397,0.1010372295873613,0.0369741027257922,0.0477056546316729,147,452,471,1070
262,ASGN,0.047211944169777,0.1155689573083637,0.0,0.0897737378878112,466,383,225,1074
263,WCC,0.0861538447686665,0.1204883272649389,0.0150811433037247,0.0451196294810691,205,366,503,1074
264,F,0.0891955411668098,0.0317733832424219,0.1024917709059616,0.1371071097484755,196,776,104,1076
265,PKG,0.0527168574965927,0.1466050395892695,0.0309260289208317,0.0580629475929539,408,291,378,1077
266,CRH,0.0634775756375861,0.1117577958137548,0.0187756202326403,0.0639170050472862,328,403,347,1078
267,GWW,0.0442304198351934,0.4061114629512349,0.0094796744534695,0.038353988987762,483,24,572,1079
268,TAP,0.0717702263609795,0.0645439246045102,0.0268277998632515,0.1064565218706698,277,619,184,1080
269,INFY,0.0435290398663315,0.3283995926357424,0.0243907346519528,0.041133217579486,493,45,542,1080
270,ALLE,0.0485270766091139,0.2191967324710687,0.014251012320256,0.0463719140654079,454,140,489,1083
271,COF,0.0974665323023274,-8.903668979394685e-06,0.0231151444523015,0.3911824359684571,163,902,21,1086
272,BAC,0.0980863771387648,0.0127575295171476,0.0336153463722404,0.1664009585689579,159,855,72,1086
273,WHR,0.0718194509768789,0.1097066769587032,0.0573361105511881,0.0546484803691012,275,413,399,1087
274,HBAN,0.106039344038161,0.0125246360226333,0.0561992218018752,0.1368021675776788,128,857,107,1092
275,SQM,0.1170079803379941,0.309165907044967,0.0855197776664004,-0.0752214880571243,101,53,938,1092
276,WIT,0.0441378096130443,0.151220943087841,0.0020851690377799,0.0662179035213407,485,277,331,1093
277,ALV,0.0521025181104295,0.208517570397952,0.0240226774074726,0.043667889154028,419,158,517,1094
278,CMA,0.1195886476302172,-7.350238882763689e-05,0.0534823236847963,0.1490446482383411,96,908,90,1094
279,VIV,0.0571190141761489,0.0786639482528806,0.0435271598915252,0.1132817875931115,376,559,160,1095
280,CHTR,0.0785767710195841,0.0937385709700774,0.0,0.0601783916739847,242,487,368,1097
281,UNH,0.0458097458479148,0.1804071119139612,0.0138385099717506,0.0525662791147021,473,207,421,1101
