,ticker,eps,roce,divYield,fcfYield,eps_rank,roce_rank,fcfYield_rank,overall_rank
157,CRH,0.088954416727646,0.1072756825256894,0.030391654299274,0.0805693692492204,212,373,260,845
158,HBAN,0.1560702106738634,0.0209670544000914,0.0704338305543351,0.2659051444590891,93,715,37,845
159,TS,0.1230268684449547,0.2007390957065397,0.0255972864889219,0.0370953029866357,132,180,534,846
160,AMG,1.145797373049925,0.0,0.0,0.586492463989135,1,839,10,850
161,ABM,0.0967863690283619,0.1102050702405942,0.0221457071990879,0.0734467193541926,199,361,293,853
162,AZO,0.0556769540254107,0.4648081046590444,0.0,0.0472146240829108,390,22,449,861
163,ALLY,0.2201341672772317,0.0069704838615845,0.0634459035209757,0.3486956033592089,46,789,27,862
164,AGCO,0.0859826445733024,0.2103495852519241,0.0390768696054251,0.0434842533650278,221,162,479,862
165,FNF,0.1098061959305978,0.0289542070515521,0.0472669276497027,0.4076168382388478,161,685,20,866
166,C,0.168598841187058,0.0192261044131315,0.0568204784411486,0.2207514770059176,83,727,59,869
167,NYCB,0.3251799320470551,0.0,0.0,0.4214737366928342,13,839,18,870
168,NSP,0.0414216243281544,0.3648378532449033,0.0176892392001226,0.0732960665739154,531,44,296,871
169,SEE,0.0675507441299832,0.228604611773815,0.0162830821387368,0.0516661509212239,321,139,414,874
170,FOX,0.0733754575972469,0.1140694912445451,0.0177072331086172,0.0854566467415878,285,351,245,881
171,FOXA,0.0733754575972469,0.1140694912445451,0.0177072331086172,0.0854566467415878,285,351,245,881
172,CIB,0.203965368054831,0.0490921881535513,0.0694768977534844,0.0909665835016211,54,596,232,882
173,UNM,0.1596345316004156,0.0297165344044936,0.0308774143454768,0.1599139102510632,89,681,113,883
174,BERY,0.0819055783347506,0.0777153558052434,0.017080473642879,0.1245395164827243,241,476,167,884
175,CMCSA,0.0881991876377001,0.1037963074265514,0.0273172165506419,0.0742883851684579,214,382,290,886
176,SBS,0.0798888037564773,0.091406020479789,0.0,0.099665132620908,251,421,214,886
177,AIT,0.0620364411343361,0.2147769302420167,0.0095622345131806,0.0568033872617166,353,153,380,886
178,SNA,0.0750020484271205,0.2011597680463907,0.0257575313837133,0.0486192943078076,275,177,434,886
179,CCZ,0.0881991876377001,0.1037963074265514,0.0273172165506419,0.0742883851684579,214,382,290,886
180,PFG,0.224618684839522,0.0213103181661125,0.0299843256447803,0.1426904713776047,42,712,134,888
181,MFC,0.1557123787871804,0.0118948195457634,0.0604163162578131,0.3844576135028045,94,772,22,888
182,BWA,0.1131383733841976,0.0612164916131055,0.0192958454606523,0.1013930761472788,151,530,209,890
183,SNV,0.1388501159548383,0.0210232736798072,0.0420105223890686,0.2127693330642932,110,714,68,892
184,OMC,0.078499572351741,0.1743391047473995,0.0346495263908824,0.0505819880182164,253,223,419,895
185,ABEV,0.0629703569301743,0.1815678070492395,0.0533204684391421,0.0614511832951896,342,209,346,897
186,MCHP,0.0485269594508319,0.2351396424609672,0.015078337089942,0.0679815491292255,456,133,310,899
187,GIL,0.1073396418613265,0.2156069894991711,0.024532481688397,0.0334847196111115,172,151,577,900
188,THO,0.060178370920125,0.1076411509522851,0.0154306854627622,0.1243598863553163,363,370,168,901
189,BDC,0.0807824250017169,0.1440797602940173,0.0028387395159106,0.0558935724865902,248,275,385,908
190,PKG,0.0849032615365325,0.1372557271719764,0.0346522051114824,0.055305018293558,227,291,391,909
191,SNX,0.0686551594184035,0.085058196068629,0.0,0.1376984343507777,314,453,143,910
192,KEY,0.1190505507306422,0.0174811714119949,0.0530355609410373,0.2708291349693954,138,737,35,910
193,VZ,0.0729442970869386,0.0878140365468822,0.0692449522458669,0.1174997339333949,292,442,180,914
194,HTZ,0.1894178169596595,0.0,0.0,0.7607462323996715,67,839,8,914
195,LNC,0.2584605957678158,-0.0075809600350259,0.0590005778262318,0.7675784850748167,25,883,7,915
196,VLO,0.2300552587622755,0.3605156131522713,0.0311716094887816,-0.0203553403831992,36,47,837,920
197,EME,0.0549153422161235,0.203846868645314,0.0036761943672831,0.0606651173618039,398,170,355,923
198,BKNG,0.0380569575250861,0.3021258956593829,0.0,0.0769850684271364,567,78,279,924
199,LOW,0.0473848418415882,0.4198454353845518,0.0174463376051831,0.0497625494561343,468,32,427,927
200,FITB,0.1082584390814763,0.0200417474867816,0.0410284435930206,0.2636088565696129,167,721,39,927
201,LEG,0.0705221025784729,0.1149834044570886,0.0521745187572175,0.0776471568415658,308,346,275,929
202,POOL,0.0628193006035222,0.3549762382069146,0.012642050410181,0.0370333752438936,345,51,536,932
203,RLI,0.0979624174489933,0.1632442301799629,0.0612628011494989,0.0410646882710616,193,242,501,936
204,SIVB,0.1231651542960531,0.018441473093547,0.0120071292764692,0.1951342665850745,131,732,77,940
205,UBS,0.1253085430628606,0.0156710887594538,0.027397384955938,0.2135944807955747,127,754,65,946
206,VLY,0.1036107717165672,0.0193400749539156,0.0399151668324871,0.2601837942992282,179,726,42,947
207,KB,0.2297127464746476,-0.0014437853546133,0.0751496032739994,0.2692833560621289,37,878,36,951
208,UL,0.0635959072951845,0.205271595984273,0.036025475357348,0.0470603056469862,338,167,451,956
209,APTV,0.1146178382015037,0.137091100949701,7.880222633310672e-05,0.0390071020348878,148,292,518,958
210,ULTA,0.0477978744441338,0.4442319599982215,0.0,0.0450040789725508,463,28,468,959
211,SNY,0.0737086332445544,0.1037100478841437,0.0367002249866566,0.0733035923737803,281,384,295,960
212,VTRS,0.1540768203335741,0.0096774193548387,0.0431112665765451,0.1860248187766466,95,781,84,960
213,MPW,0.1353465890977681,0.0386819387016083,0.1047470018351594,0.1108163253469063,111,656,195,962
214,ADM,0.0854516582839377,0.160048337689346,0.0177007006445299,0.0425092465979312,225,248,491,964
215,GIB,0.0517467833879873,0.2098209562745994,3.0072631861728056e-05,0.0572674270541565,425,165,375,965
216,ORAN,0.0872407253033679,0.0596923995076402,0.0756547016726783,0.0999243722253859,218,537,211,966
217,AXP,0.0677179440385183,0.0575613348934127,0.0141041499095396,0.173251231860058,320,549,97,966
218,STT,0.097762283842771,0.0160695344327863,0.0342555659319298,0.39541918699203,196,750,21,967
219,BNS,0.1093975720036612,0.0075642917700254,0.0800477240760933,0.4618319632143768,163,788,16,967
220,HSBC,0.1296292140448577,0.0138856241330749,0.0563464684685162,0.1780451393903302,117,762,88,967
221,SF,0.1042196273293552,0.0272463627108234,0.0269188851898497,0.1692130554118927,178,689,101,968
222,BXMT,0.0688326758410393,0.0818121799971233,0.1166541692149845,0.1098548378416374,311,462,198,971
223,CFG,0.1106276278988187,0.0163322012966965,0.0476024332299789,0.2130902644476523,158,747,67,972
224,CHH,0.0532013750272676,0.2872277538488498,0.00841622585686,0.0438031360249435,409,88,476,973
225,AIG,0.2086921223367566,0.0302725328033148,0.0205320879410724,0.0854386686133451,50,679,247,976
226,TFC,0.1095382177406851,0.0187709299723785,0.0523018742534996,0.184027705427921,162,729,86,977
227,HD,0.0532611717370596,0.450717165088591,0.0242532164080653,0.0357959912475438,407,25,550,982
228,HPE,0.1013583520783717,0.0592271271015848,0.0309831209563022,0.0800856115187135,184,539,261,984
229,ZION,0.1229472712743729,0.0151446500985478,0.0364639646888713,0.1735088282593134,133,756,96,985
230,VIV,0.0637685687954977,0.0680542452254862,0.0891237140217399,0.1412396559484691,337,511,138,986
231,CM,0.1114498613332592,0.0078275630578805,0.05044807537027,0.2485588499004019,155,787,45,987
232,IGT,0.0607332867128895,0.0709996467679265,0.0351728746790475,0.1487747059405674,359,501,128,988
233,USB,0.0885157601361182,0.0163225288188579,0.0467272038486804,0.3209209164488723,213,748,29,990
234,FNB,0.0961441518316224,0.0169506056241588,0.0391925539623656,0.2458840117303722,202,742,46,990
235,VAC,0.0649203043493293,0.094602716672677,0.0182071108515116,0.0840469662539476,333,406,252,991
236,SCCO,0.0565140453306257,0.2765168280169807,0.0579555443834024,0.0397108357183931,383,99,510,992
237,JBL,0.0544900899979109,0.2284143260514192,0.0029976210879046,0.0468961165752192,400,140,452,992
238,DCI,0.0468854497514208,0.2384191450275557,0.0149489839787139,0.0557189402842972,478,127,388,993
239,WPP,0.0765199571759914,0.122204027280416,0.0409556061990732,0.0535314655738296,267,326,400,993
240,NVS,0.0707964743054875,0.1328121813608864,0.0345877724637247,0.0558028775586351,306,303,386,995
241,LH,0.0653856043299368,0.1038789923052598,0.0099783206670343,0.0753485894631591,331,381,284,996
242,QSR,0.0746460733495889,0.0920019389238972,0.0489077849004391,0.070012174059331,277,418,304,999
243,VRTX,0.0449182613393121,0.2740024045342646,0.0,0.0530744007853908,494,103,403,1000
244,FLT,0.0687266277023902,0.1797130957889866,0.0,0.0434521046037296,312,213,480,1005
245,KEYS,0.0486538488094306,0.2047030449201085,0.0,0.0557885191646451,454,168,387,1009
246,ORLY,0.0399884788419017,0.5309857980411067,0.0,0.0475762496795446,550,14,446,1010
247,CSX,0.0629559242038478,0.152709109809589,0.0128752874271911,0.0526798732056201,343,263,404,1010
248,TRGP,0.0715587598875889,0.1048304463024379,0.0227276128225157,0.0626401022353508,302,377,331,1010
249,AMCR,0.0715327111989646,0.140370473796891,0.0493493799588277,0.0501684568046174,303,285,423,1011
250,BCO,0.0671525847643932,0.069463971010475,0.0148003352118475,0.1170249909170815,324,505,182,1011
251,RF,0.1113668607939043,0.0205643602628527,0.0378002440645679,0.139593027293562,156,718,140,1014
252,SAIC,0.0521229322832763,0.1134254018564636,0.0144206779317064,0.0880877555587369,420,355,240,1015
253,ABBV,0.0413540610956289,0.1658048633164633,0.0350894589036331,0.084720621278034,532,237,249,1018
254,WIT,0.056211344353206,0.1537394184803137,0.0162512691947674,0.0573340854778643,386,260,374,1020
255,OGS,0.0551154068030639,0.0531286203064015,0.0332951321937099,0.2389512452425175,397,576,47,1020
256,BKR,0.0563949492416432,0.0967270601987142,0.0228133968625484,0.0888735638589354,384,399,239,1022
257,ARW,0.2104514634059768,0.2206728316551054,0.0,-0.0165060752129486,49,145,828,1022
258,SYY,0.0470198313418756,0.2127729345707693,0.0264563650450691,0.055099052211219,476,157,392,1025
259,NFG,0.1000490774344038,0.1010372295873613,0.0369458974636245,0.0476692629305477,189,393,444,1026
260,KOF,0.0685290623043594,0.1032012943336544,0.0412708122935206,0.0639278149772095,316,385,327,1028
261,CPB,0.0626269143909058,0.1333875559170394,0.032627308546311,0.0564226163451867,348,301,381,1030
262,EPR,0.0623211646846775,0.0556552371055675,0.0939476642964332,0.1562072960741821,351,564,116,1031
263,BP,-0.0122759398889101,0.2367188078391555,0.0394241311981358,0.2611057133482776,860,131,41,1032
264,HIG,0.073691865847186,0.0426567016851159,0.0213970321220204,0.1556258522271427,282,633,118,1033
265,CHTR,0.0785767710195841,0.0937385709700774,0.0,0.057212579820711,252,409,376,1037
266,BK,0.0696915728020585,0.022293826566374,0.0372699588712135,0.3716703311270298,310,707,23,1040
267,BAM,0.1685981922767917,0.2678378643635293,0.2803220074200026,-0.0340718017812628,84,104,853,1041
268,RBA,0.0498958746858104,0.1586120341107802,0.0179847548635706,0.061050359339432,441,251,349,1041
269,WU,0.1416310100417743,0.0,0.0789604193363885,0.1719934406290045,106,839,99,1044
270,FIX,0.0594785380534374,0.1198947763893133,0.0048553168304507,0.0612257943218045,368,330,348,1046
271,OKE,0.0585765349745011,0.131633962908019,0.0568541908882464,0.0579533293288042,372,306,370,1048
272,HII,0.0657359003733335,0.0954417695221801,0.0193056976133138,0.0654463149091338,329,404,319,1052
273,WRB,0.0685967300195362,0.0545527344064537,0.0116818811369473,0.1249646178019174,315,572,166,1053
274,MRK,0.0516827599070785,0.1732198160643421,0.0249603631426706,0.0523519767169504,426,224,408,1058
275,PAGP,0.1103233010884335,0.0,0.0,0.2159825276593073,160,839,63,1062
276,PAYX,0.0411687178547008,0.4288335794136258,0.0310622509980565,0.0411449254922342,534,31,500,1065
277,AVY,0.0508865319729537,0.2103403420894247,0.0160570499119517,0.0445282359425199,433,163,469,1065
278,CDW,0.046160506189194,0.2120130980890474,0.0117047636151334,0.0500372431827414,485,160,424,1069
279,TGS,0.1021071569504884,0.1341747380532584,0.0,0.0319312683157867,183,297,590,1070
280,PAC,0.0645073778316681,0.2577978605392132,0.0513626605512919,0.0287132558431451,334,112,626,1072
